,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,Total_rooms,grade_living_area,garage_area,garage_capacite,SalePrice
900,8014,6,1978,1978,1978,1,456,1,5,1034,504,2,176349
901,8020,5,1964,1964,1977,1,912,0,6,912,0,0,176844
902,8029,6,2005,2005,2005,2,728,0,8,1456,400,2,176000
903,8035,9,2006,2006,2006,2,1612,1,6,1612,556,2,161596
904,8049,7,1990,1990,1990,2,1309,1,6,1339,484,2,180000
906,8050,5,1959,1959,1959,1,1143,0,6,1143,308,1,174418
907,8050,5,1967,1993,1967,1,949,0,5,1107,308,1,174901
908,8050,6,2002,2002,1977,1,914,0,4,914,0,0,163628
909,8063,6,2000,2000,2000,2,924,1,7,1690,463,2,181000
910,8064,5,1949,2006,2003,1,672,1,6,924,576,2,122900
911,8064,6,1948,1950,1994,2,768,0,5,1320,576,2,180660
912,8064,6,1948,1994,1994,1,864,0,6,1495,576,2,178658
913,8064,6,1948,2004,1950,1,816,0,5,1224,280,1,174445
914,8064,6,1950,1950,1989,1,795,0,5,1133,900,2,183077
915,8068,6,2002,2002,2002,2,1010,1,8,2267,390,2,200000
916,8070,4,1994,1995,1978,1,990,0,5,990,0,0,123600
917,8072,5,1994,1995,2000,1,990,0,5,990,480,2,138000
918,8076,6,1993,1994,1993,2,1160,1,6,1169,402,2,180269
919,8078,5,1958,1958,1958,2,1560,0,8,1560,484,2,198176
921,8089,8,2007,2007,2007,2,1419,1,7,1419,567,2,392000
922,8092,6,1954,2000,1954,1,1050,0,6,1050,286,1,179196
923,8094,4,1915,1950,1915,1,888,1,9,1962,572,2,188885
925,8094,6,1915,1950,1930,2,1048,0,8,1768,576,2,176507
926,8098,6,2000,2000,2000,2,1381,0,5,1403,470,2,170351
928,8100,5,1948,1973,1948,1,1559,0,5,1559,812,2,153500
929,8100,5,1961,2007,1962,1,864,1,5,864,420,1,178521
930,8118,9,2007,2007,2007,2,1710,1,6,1710,557,2,165281
931,8120,4,1970,1970,1994,1,864,0,5,864,463,2,124500
932,8121,6,2000,2000,2000,2,953,1,7,1664,460,2,172400
933,8123,6,2000,2000,2000,2,982,1,7,1800,463,2,179000
934,8125,4,1971,1971,1978,1,858,0,5,858,0,0,88000
935,8125,5,1959,1959,1960,1,864,0,5,864,308,1,179883
936,8125,5,1965,2005,1978,1,912,0,5,925,576,2,178570
937,8125,6,1994,1995,1994,2,702,1,6,1481,343,2,174000
938,8125,6,1994,1998,1994,2,1408,1,7,1679,575,2,193500
939,8125,6,2005,2005,2005,2,858,0,7,1716,615,2,174841
940,8125,7,2002,2002,2002,2,1654,0,6,1654,900,3,230000
941,8125,7,2005,2006,2005,2,756,0,6,1553,615,2,186500
942,8125,7,2006,2006,2006,2,770,0,6,1576,614,2,197000
943,8125,7,2006,2007,2007,2,1092,0,7,1550,438,2,241000
944,8125,7,2007,2007,2007,2,813,0,7,1665,562,2,205950
945,8125,8,2008,2009,2009,2,1836,1,8,1836,517,2,180987
946,8127,7,2003,2003,2003,2,812,0,6,1653,628,2,173257
947,8128,6,1954,1954,1954,1,1062,0,6,1062,297,1,172154
948,8139,6,1995,1996,1995,2,680,1,7,1470,420,2,181913
949,8145,7,1940,1950,1940,2,920,2,13,2480,400,2,204264
950,8145,7,2007,2007,2007,2,738,0,7,1476,552,2,178403
952,8147,9,2005,2005,2005,2,1714,1,7,1714,517,2,168238
954,8155,5,1930,1950,1977,1,780,0,7,1200,0,0,191905
955,8158,7,2002,2002,2002,2,860,0,7,1729,542,2,180638
956,8158,7,2003,2003,2003,2,884,0,8,1768,543,2,224900
957,8160,5,1940,1950,1940,1,756,0,7,1134,240,1,126000
958,8163,5,1959,1959,1959,1,1144,1,6,1144,796,1,143000
959,8169,5,1966,1966,1966,1,912,0,6,912,315,1,179555
960,8170,7,1929,1950,1963,2,1022,1,7,1671,451,2,188206
961,8172,4,1954,1972,1958,2,941,0,7,1470,548,1,135000
962,8172,4,1955,1955,1959,1,768,1,4,768,355,1,166285
963,8172,4,1955,1955,1996,1,864,0,5,864,528,2,182875
964,8172,5,1955,1990,1957,1,864,0,5,864,572,2,115000
965,8174,7,2003,2003,2003,2,698,1,7,1342,393,2,175559
966,8176,5,1958,1992,1958,1,1056,0,6,1056,308,1,139000
967,8190,4,1954,1954,1956,1,948,1,5,948,280,1,119000
968,8197,6,1977,1977,1977,1,660,1,7,1285,528,2,143500
969,8197,7,2003,2009,2003,2,1480,0,7,1480,620,2,171392
970,8198,7,2004,2004,2004,2,1358,1,6,1358,484,2,207000
971,8199,7,2005,2005,2005,2,728,1,7,1456,410,2,189000
972,8200,7,2003,2004,2003,2,847,1,8,1928,434,2,219500
974,8212,5,1941,1950,1940,1,720,2,6,1298,256,1,180054
975,8220,7,2000,2001,2000,2,982,1,8,1892,431,2,178757
976,8229,6,2007,2007,2007,2,752,0,6,1504,440,2,185197
977,8232,9,2007,2008,2008,2,1800,1,6,1800,944,3,164400
978,8235,5,1955,1995,1963,1,825,0,4,825,720,2,125000
979,8235,5,1977,1977,1977,2,1949,0,10,1949,586,2,218200
980,8238,6,1997,1998,1997,2,813,1,6,1525,400,2,178378
981,8239,5,1920,1962,1962,1,1008,0,6,1245,315,1,172580
982,8240,6,1960,1960,1960,1,1179,0,5,1179,622,2,165314
983,8243,5,1961,1961,1985,1,964,1,5,964,784,2,174176
984,8244,7,2004,2004,2004,2,840,1,7,1720,440,2,183500
985,8246,5,1968,2001,1968,1,1060,1,6,1060,270,1,154000
987,8248,4,1922,1950,1977,1,864,1,8,1414,0,0,182818
988,8248,5,1918,1950,1955,1,686,0,7,1250,280,1,116000
991,8250,5,1963,1963,1994,1,1053,0,6,1053,692,2,179714
992,8250,5,1968,1968,1968,1,952,1,5,1211,322,1,134000
993,8250,6,1964,1964,1964,1,1092,0,6,1092,504,2,145000
995,8251,7,2005,2006,2005,2,1494,1,7,1506,672,2,176401
996,8263,6,1920,1950,1920,1,1012,1,6,1012,308,1,118400
997,8267,5,1958,1958,1958,2,1604,0,8,1604,576,2,185911
998,8280,6,1950,1950,1950,1,932,1,4,932,306,1,124000
1000,8285,7,1992,1992,1992,2,836,0,7,1737,506,2,176676
1001,8286,5,1977,1977,1977,1,716,1,6,1432,531,2,178680
1002,8294,4,1971,1971,1974,1,858,0,5,872,480,4,123000
1004,8300,6,1968,1968,1968,1,952,0,5,952,288,1,180917
1005,8304,6,1997,1998,1997,2,941,0,7,1837,688,2,180718
1006,8308,4,1963,1963,2002,1,1088,0,4,1088,520,2,165448
1007,8314,5,1982,1982,1982,1,816,0,5,816,264,1,124500
1008,8314,7,1997,1998,1997,2,569,1,6,1694,434,1,185157
1009,8320,7,2004,2004,2004,2,770,0,6,1582,520,2,185900
1010,8333,7,2006,2006,2006,2,738,1,7,1491,484,2,177668
1011,8334,6,2006,2007,2006,2,1330,1,6,1330,437,2,179879
1014,8340,6,1977,1977,1977,1,675,0,6,1388,317,1,186313
1015,8366,6,2004,2004,2004,2,798,0,6,1640,520,2,173000
1016,8368,7,2006,2007,2007,2,1689,0,7,1689,433,2,176632
1017,8375,5,1941,1973,1973,1,576,0,6,1350,627,3,164682
1018,8382,4,1956,1956,1956,1,832,0,5,1337,263,1,171756
1019,8385,5,1977,1977,1977,2,985,0,6,985,328,1,149900
1020,8385,6,1978,1978,1978,2,1664,0,10,1664,616,2,197468
1021,8390,7,1999,1999,1999,2,831,1,7,1651,450,2,176882
1022,8393,5,1959,2005,2005,2,1626,0,8,1712,588,2,145000
1023,8396,7,2003,2003,2003,2,847,1,9,1986,434,2,190170
1024,8398,5,1967,1967,1972,1,943,0,5,943,528,2,165625
1027,8400,4,1950,1950,1950,1,721,0,4,841,294,1,82000
1028,8400,4,1970,1970,1970,1,882,0,4,882,525,2,160726
1029,8400,5,1939,1997,1939,2,720,1,8,2192,240,1,179500
1030,8400,5,1955,1955,1955,1,923,2,5,925,390,1,175590
1031,8400,5,1957,1957,1957,1,1179,1,6,1364,331,1,176487
1032,8400,5,1957,1957,1957,1,1314,0,5,1314,294,1,145000
1033,8400,5,1968,1968,1968,1,833,0,6,898,326,1,182012
1034,8400,5,1968,1968,1968,1,1052,0,5,1052,288,1,138500
1037,8400,6,1925,1950,1925,2,1181,1,7,1694,576,2,136500
1038,8400,6,1940,2000,1940,1,940,2,6,1595,240,1,140000
1039,8400,6,1957,1957,1957,1,1478,2,6,1478,442,2,156500
1040,8400,6,1962,2005,1962,1,1319,1,7,1537,462,2,174000
1041,8400,6,1966,1966,1990,1,814,0,6,913,240,1,129000
1042,8400,6,1980,1981,1980,2,650,1,7,1564,476,2,171000
1043,8400,7,1996,1997,1996,2,384,1,7,1628,390,2,177109
1044,8400,7,2004,2005,2004,2,1473,0,7,1484,606,2,213000
1045,8400,7,2005,2005,2005,2,784,0,6,1611,572,2,176487
1046,8400,8,2001,2001,2001,2,810,0,6,1665,528,2,227000
1047,8402,5,2007,2007,1978,1,1120,0,6,1120,0,0,147000
1048,8402,6,1998,1998,1998,2,789,1,7,1465,393,2,175110
1052,8410,6,1974,1974,1974,1,970,1,5,1026,528,2,163438
1053,8413,8,1998,1998,1998,2,1220,2,8,2362,1105,2,178930
1054,8414,6,1963,2003,1963,1,1059,0,6,1068,264,1,154500
1055,8425,5,1971,1990,1989,1,768,0,6,868,576,2,164573
1056,8428,5,1994,1994,1995,1,990,0,5,990,384,1,180064
1057,8430,5,1978,1978,1978,2,1040,0,5,1040,0,0,124000
1058,8433,6,2000,2000,2000,2,794,1,7,1514,394,2,177174
1059,8445,5,1972,2007,1988,1,768,0,5,768,396,2,133000
1060,8450,5,1965,2009,1973,1,894,1,5,894,336,1,138500
1061,8450,5,1968,1968,1968,1,882,0,5,909,294,1,185425
1062,8450,5,1968,1968,1968,1,1056,1,6,1056,304,1,142000
1063,8450,5,1968,1968,1970,1,890,0,5,890,308,1,175895
1064,8450,6,2001,2001,2001,2,827,0,7,1677,627,2,181420
1065,8450,7,2000,2001,2000,2,1349,0,6,1349,539,2,179000
1066,8450,7,2003,2003,2003,2,856,0,8,1710,548,2,208500
1067,8450,7,2003,2003,2003,2,1337,0,6,1337,531,2,185000
1068,8450,7,2004,2004,2004,2,1436,0,8,1436,484,2,210000
1069,8453,6,1995,1995,1995,2,754,0,6,1609,525,2,175901
1070,8461,6,2005,2006,2005,2,728,1,8,1456,390,2,163990
1071,8462,6,1994,1994,1994,2,928,0,7,1721,471,2,201000
1072,8470,3,1915,1982,1978,1,1013,0,6,1526,0,0,85000
1073,8470,8,2002,2002,2002,2,972,1,7,1811,565,2,181666
1074,8471,6,1977,1995,1978,1,506,1,6,1212,492,2,151000
1075,8472,5,1963,1963,1963,1,816,0,5,816,516,2,110000
1076,8475,4,1956,1956,1956,1,952,0,4,952,283,1,135750
1077,8480,5,1945,1950,1945,1,793,0,4,793,240,1,166200
1078,8480,5,1947,1950,1947,1,832,0,6,1216,336,1,118500
1079,8480,5,1963,1963,1996,1,970,0,5,970,624,2,132500
1080,8480,6,1993,1994,1993,2,886,0,7,1680,474,2,182584
1081,8487,7,2004,2004,2004,2,1500,0,6,1500,570,2,190000
1082,8499,5,1961,1961,1982,1,864,0,5,864,732,2,177304
1083,8499,6,2006,2007,2007,2,616,1,6,1412,432,2,156932
1085,8500,5,1919,2005,1978,2,793,0,7,1517,0,0,115000
1086,8500,5,1961,1961,1961,1,1235,0,6,1235,480,2,98600
1087,8500,7,2004,2004,2004,2,1422,0,7,1422,626,2,179600
1088,8510,5,1971,1971,1971,1,1043,0,6,1050,336,1,178430
1089,8512,5,1960,1960,1977,2,1556,0,8,1556,0,0,196613
1090,8513,5,1961,1961,1977,2,1800,0,10,1800,0,0,223581
1091,8516,4,1958,2006,1959,1,869,0,5,1093,308,1,163854
1092,8520,3,1916,1950,1977,1,216,0,6,936,0,0,164553
1093,8520,5,1923,1950,1963,1,624,0,5,792,287,1,159650
1094,8520,5,1923,2006,1935,1,968,0,5,968,480,2,100000
1095,8520,5,1952,1952,2000,2,910,0,6,1385,720,2,166000
1096,8520,6,1916,1950,1916,2,714,1,10,2526,216,1,136000
1097,8520,6,1928,2003,2005,1,624,0,5,720,484,2,105900
1098,8521,5,1967,1967,1974,1,912,1,5,912,336,1,125000
1100,8529,7,2001,2001,2001,2,1454,1,6,1434,527,2,189000
1101,8530,7,1995,1996,1995,2,384,1,7,1474,400,2,168500
1102,8532,5,1954,1990,1954,1,1297,1,5,1297,498,2,153000
1103,8534,4,1925,1950,1977,1,432,0,4,672,0,0,166790
1104,8536,5,2006,2007,2007,1,1125,0,5,1125,430,2,155000
1105,8540,5,1956,2003,1956,1,925,0,5,925,252,1,179180
1110,8544,5,1966,2006,1966,1,1228,0,6,1228,271,1,149350
1111,8546,4,2003,2004,2003,2,1121,0,5,1121,440,2,140000
1112,8550,5,1926,1950,1965,1,750,0,7,1316,576,2,196895
1113,8550,6,1934,1950,1949,1,816,1,4,816,240,1,167926
1114,8556,7,2006,2006,2006,2,1240,0,5,1240,826,3,194000
1115,8562,5,1957,2002,1957,1,1216,1,7,1526,364,1,144500
1116,8574,6,1916,2000,1916,1,816,1,6,1232,440,2,181871
1117,8577,7,2004,2004,2004,2,847,1,7,1733,433,2,174350
1118,8581,7,2006,2006,2006,2,851,0,7,1737,578,2,182368
1119,8593,4,1957,1957,1964,1,907,0,5,907,352,1,109008
1120,8600,6,1937,1950,1937,2,780,1,7,1376,198,1,119500
1121,8604,5,1978,1978,1978,1,941,0,4,941,564,2,169759
1123,8633,6,2005,2005,2005,2,738,0,7,1476,540,2,173500
1124,8635,5,1925,1950,1982,1,1072,0,5,1072,1184,5,166505
1125,8635,5,1948,2001,1948,1,672,0,6,1285,240,1,127000
1126,8637,6,1999,2000,2000,2,923,1,7,1714,451,2,177161
1127,8638,5,1963,1963,1990,1,925,0,5,925,484,2,171414
1128,8640,5,1968,1968,1968,1,900,0,7,1770,530,2,193550
1129,8640,7,2007,2008,2008,2,1372,0,6,1372,529,2,250580
1130,8640,7,2008,2008,2008,2,1402,0,7,1402,625,2,176477
1131,8640,7,2009,2009,2009,2,756,0,7,1547,614,2,215200
1132,8640,7,2009,2009,2009,2,900,1,7,1852,644,2,252678
1133,8640,8,2006,2006,2006,2,1278,0,5,1278,584,2,171418
1134,8640,8,2007,2007,2007,2,896,0,8,1792,590,2,184901
1135,8640,8,2007,2007,2007,2,1338,0,6,1338,598,2,184901
1136,8640,8,2007,2008,2008,2,1363,0,6,1372,588,2,179584
1137,8640,8,2009,2009,2009,2,1300,0,6,1314,552,2,229456
1138,8658,6,1965,1965,1965,2,1088,1,6,1324,440,2,160000
1139,8658,6,2000,2000,2000,2,982,1,9,1889,431,2,178100
1141,8660,5,1976,1976,1979,2,1015,1,6,1025,370,2,180521
1142,8665,5,1968,1968,1968,1,876,0,5,897,264,1,173902
1143,8668,5,1968,1968,1968,2,1560,0,8,1560,792,3,191603
1144,8674,5,1950,1950,1950,1,910,0,6,1435,308,1,176129
1145,8680,5,1960,1960,1965,1,894,0,5,894,312,1,173931
1146,8685,7,1998,1998,1998,2,1425,0,5,1425,591,2,179258
1147,8688,7,2005,2005,2005,2,1616,0,7,1616,834,3,232000
1148,8696,7,1997,1998,1997,2,1418,1,5,1418,558,2,177484
1149,8700,5,1961,1961,1961,1,920,0,5,888,240,1,175075
1150,8700,5,1963,1963,1963,2,1120,0,6,1128,525,2,155000
1151,8702,6,1997,1998,1997,2,926,1,7,1604,470,2,176391
1152,8707,4,1924,1950,1924,1,1093,0,9,1669,288,1,192577
1156,8712,5,1957,2000,1968,1,992,0,5,1306,756,1,153000
1157,8723,6,1969,1969,1969,1,973,0,6,1082,480,2,174016
1158,8724,5,1968,1968,1968,1,894,1,5,894,450,2,129000
1159,8726,7,2002,2002,2002,2,872,0,8,1909,529,2,197034
1160,8730,6,1915,2003,2003,1,698,0,7,1396,384,1,153575
1161,8731,5,1920,1950,1972,1,915,1,6,1167,495,2,144000
1162,8736,7,2003,2004,2003,2,1553,0,6,1553,588,2,179980
1163,8737,6,1923,1950,1950,1,1065,1,6,1635,440,2,210000
1164,8738,7,1999,1999,1999,2,975,1,8,2291,429,2,230000
1165,8740,5,1982,1982,1996,1,840,0,4,860,528,2,137000
1166,8740,7,2002,2002,2002,2,854,1,8,1995,435,2,193954
1167,8741,5,1946,1950,1977,2,1195,0,8,1195,0,0,193956
1168,8741,6,1945,1950,1949,1,735,1,7,1487,220,1,113000
1169,8749,7,2002,2002,2002,2,840,0,6,1725,550,2,183320
1170,8749,7,2002,2002,2002,2,1459,1,6,1459,527,2,192000
1171,8749,7,2003,2003,2003,2,979,1,7,1932,610,2,179591
1172,8750,5,1955,1955,1955,1,1382,0,6,1382,350,1,178903
1173,8750,5,1956,1956,1956,1,1202,0,6,1202,304,1,183322
1174,8750,5,1970,1970,1973,1,1002,0,5,1002,902,2,148500
1175,8750,6,1998,1998,1998,2,804,0,7,1682,523,2,200500
1176,8750,6,1998,1998,1998,2,928,1,7,1772,492,2,175588
1177,8750,7,1975,1975,1975,1,852,0,4,918,360,1,176279
1178,8750,7,1994,1995,1994,2,915,1,8,1908,493,2,210000
1179,8750,7,1996,1996,1996,2,880,1,7,1716,512,2,191000
1180,8750,7,1997,1998,1997,2,1417,1,7,1417,511,2,180008
1181,8755,7,1999,1999,1999,2,992,1,8,2060,390,2,214000
1182,8760,5,1956,1956,1956,1,1169,0,6,1144,286,1,177818
1183,8760,6,1957,1999,1957,1,936,0,4,936,315,1,169652
1184,8760,6,1959,1959,1959,1,1194,0,6,1194,312,1,148000
1185,8760,7,2006,2006,2006,2,1391,0,7,1962,868,3,239799
1186,8760,8,2006,2006,2005,2,1489,1,7,1500,674,2,179613
1187,8765,4,1936,1950,1936,1,951,0,6,951,327,1,106500
1188,8767,7,2005,2005,2005,2,1310,1,6,1310,400,2,164990
1189,8769,7,2005,2005,2005,2,1169,0,5,1190,578,2,170774
1190,8769,9,2008,2008,2008,1,1702,1,7,1702,1052,3,367294
1191,8772,7,2005,2006,2005,2,1336,0,6,1336,502,2,183849
1192,8773,6,1997,1997,1997,2,916,1,7,1600,460,2,169000
1193,8773,6,2002,2002,2002,2,1487,0,4,1419,543,2,170575
1194,8773,7,2004,2004,2004,2,1414,0,6,1414,494,2,185500
1195,8775,5,1994,1994,1996,1,990,0,5,990,299,1,126000
1201,8778,8,2006,2006,2006,2,1302,0,7,1830,859,3,176334
1202,8780,5,1985,1985,1978,1,833,0,5,833,0,0,112000
1203,8789,5,1967,1967,1967,1,912,1,6,941,288,1,180568
1204,8791,6,2003,2003,2003,2,864,0,7,1728,673,2,207500
1205,8795,7,2000,2000,2000,2,952,1,8,2256,554,2,236000
1207,8800,5,1977,2008,1977,2,1040,0,5,1040,484,2,150500
1208,8800,6,1963,1963,1963,1,936,0,6,1054,480,2,137500
1209,8800,6,1964,1964,1964,1,1251,2,6,1251,461,1,160000
1210,8800,6,1964,1997,1964,2,845,1,8,2154,539,2,207348
1211,8800,6,1965,2000,1965,2,1187,2,7,1565,299,1,180589
1212,8800,7,1966,1966,1966,2,1174,1,6,1200,440,2,184111
1213,8803,6,1994,1995,1994,2,707,1,7,1516,409,2,179007
1214,8810,7,2003,2003,2003,2,1390,0,7,1390,545,2,177294
1215,8814,5,1968,1968,1968,1,732,0,7,1464,470,2,192097
1216,8814,7,2005,2007,2005,2,1274,0,6,1274,508,2,203000
1217,8814,7,2006,2006,2006,2,1604,1,8,1604,660,2,220000
1218,8816,5,1963,1963,1963,1,1121,0,5,1121,480,2,139000
1219,8816,6,1971,1971,1971,1,1010,0,6,1052,440,2,155000
1221,8826,7,2000,2000,2000,2,985,1,7,1842,486,2,180848
1222,8834,9,2004,2005,2004,2,1462,1,10,2224,738,3,350000
1224,8842,5,1954,1954,1954,1,381,0,6,992,319,1,171557
1225,8846,5,1996,1996,1998,1,870,0,5,914,576,2,148000
1226,8846,6,2005,2006,2005,2,750,0,6,1500,564,2,173900
1227,8847,8,2005,2005,2005,2,1538,0,7,1538,484,2,186414
1228,8849,9,2005,2005,2005,2,1684,1,6,1684,564,2,266000
1229,8850,6,1920,1950,1977,1,768,0,7,1376,576,2,175370
1230,8850,7,1916,1950,1916,1,815,1,7,1690,225,1,144000
1231,8854,6,1916,1950,1916,1,952,1,4,952,192,1,121000
1232,8856,5,1957,1957,1957,1,1176,2,6,1176,292,1,177799
1233,8857,6,2006,2006,2006,2,738,1,7,1495,440,2,176489
1234,8872,5,1965,2008,1992,1,912,0,5,912,576,2,147000
1235,8872,6,1997,1997,1997,2,384,1,7,1384,390,2,176519
1236,8877,4,1938,1958,1958,1,816,1,3,816,288,1,100000
1237,8877,4,1951,1951,1951,1,836,0,6,1220,396,2,102000
1238,8880,7,1994,2002,1994,2,948,2,8,2110,463,2,205000
1239,8883,7,1988,1988,1988,2,929,1,7,1873,619,2,178750
1240,8885,5,1983,1983,1983,1,864,0,5,902,484,2,131000
1241,8892,5,1953,1996,1953,1,105,0,5,910,414,2,116000
1242,8892,5,1960,1960,1974,1,1065,0,6,1065,461,2,126500
1243,8899,7,2007,2007,2007,2,1340,0,6,1340,396,2,181134
1244,8899,8,2007,2007,2007,2,948,1,10,2088,656,3,192265
1245,8900,4,1966,1966,1966,1,1056,0,5,1056,384,1,107000
1246,8910,6,1959,1959,1954,1,655,1,6,1194,539,2,159500
1247,8917,5,1967,1967,1967,2,1584,0,8,1584,506,2,198515
1248,8918,6,2005,2006,2005,2,745,1,7,1490,392,2,179233
1249,8923,5,1953,2006,1953,1,1008,0,6,1008,240,1,134500
1250,8923,7,1998,1998,1998,2,384,1,7,1382,396,2,173719
1251,8924,7,1998,1999,1998,2,880,0,8,1724,527,2,188000
1252,8925,8,2007,2007,2007,2,1466,0,7,1466,610,3,201000
1253,8926,4,1956,1956,1956,1,672,0,5,960,288,1,112000
1256,8935,7,2002,2002,2002,2,831,0,7,1660,493,2,195000
1257,8940,7,1997,1998,1997,2,1344,0,8,1344,784,4,171318
1258,8944,5,1967,1967,1967,2,1584,0,8,1584,792,3,124000
1259,8960,5,1927,1950,1927,1,1008,1,5,1028,360,2,115000
1261,8965,7,2003,2003,2003,2,782,1,8,1489,400,2,178221
1263,8969,6,1926,1950,2001,1,644,1,6,1316,369,1,166956
1264,8970,5,1965,1965,1965,2,744,1,7,2140,549,2,191507
1265,8973,5,1958,1991,1998,1,1008,0,6,1053,750,2,150000
1266,8978,5,1968,1968,1968,1,948,0,6,948,300,1,108000
1267,8982,5,1977,1977,1977,1,1040,0,5,1040,748,2,174525
1268,8987,8,2005,2006,2005,2,1595,1,6,1595,880,3,162986
1269,8990,7,2006,2006,2006,2,1498,0,5,1498,675,2,204900
1270,8991,7,1976,1976,1976,2,1228,1,5,1324,585,2,175648
1271,8993,7,2007,2007,2007,2,1302,0,6,1302,436,2,176485
1272,8998,7,2000,2000,2000,2,782,0,6,1652,532,2,179184
1275,9000,4,1920,1950,1920,1,592,0,5,864,216,1,179188
1277,9000,4,1971,1971,1974,1,864,0,5,864,528,2,120500
1278,9000,4,1971,2006,1986,1,864,0,5,864,576,2,179395
1281,9000,5,1919,1950,1977,1,610,0,4,819,0,0,171022
1282,9000,5,1946,1950,1959,1,904,1,5,1499,869,3,179188
1283,9000,5,1951,1951,1977,2,660,0,8,1396,0,0,198678
1284,9000,5,1954,1954,1954,1,936,0,5,1128,286,1,118000
1285,9000,5,1958,1958,1958,2,1151,0,7,1955,356,1,186939
1286,9000,5,1959,1959,1978,1,1006,0,5,1006,0,0,80000
1287,9000,5,1966,1966,1966,1,1059,0,6,1059,286,1,180983
1288,9000,5,1974,1974,1978,2,896,0,8,1792,0,0,136000
1289,9000,5,1974,1974,1982,2,896,0,8,1792,480,2,192463
1291,9000,6,1937,1950,1979,1,780,1,6,1375,544,1,141000
1292,9000,6,1956,1956,1956,1,1196,1,6,1196,297,1,139000
1293,9000,6,1958,1958,1958,1,160,1,5,1142,384,1,162804
1294,9000,6,1969,1969,1969,1,1216,0,5,1216,336,1,180500
1295,9000,7,1920,1988,1930,1,650,0,7,1482,324,2,143000
1296,9000,7,2006,2007,2007,2,1335,0,6,1335,575,2,180085
1298,9000,8,2006,2006,2006,2,1088,1,8,1959,1025,3,270000
1299,9000,8,2007,2007,2007,2,1184,1,11,2610,550,2,303477
1300,9000,8,2008,2008,2008,2,768,0,6,1590,676,2,210000
1301,9000,8,2008,2008,2008,2,1566,0,7,1566,750,2,262500
1302,9017,7,1999,1999,1999,2,1431,0,6,1431,666,2,192000
1303,9018,7,2007,2007,2007,2,728,1,8,1456,400,2,179540
1304,9019,6,1994,1994,1994,2,636,0,6,1320,472,2,182125
1305,9020,6,1964,1964,1964,1,1248,0,6,1350,520,2,168500
1306,9020,6,1966,1966,1966,1,1127,0,6,1165,490,2,174900
1307,9022,5,1924,2006,1924,1,768,0,5,792,240,1,109500
1308,9024,6,2004,2004,2004,2,789,1,8,1515,393,2,180340
1309,9037,8,2006,2006,2006,2,1476,1,6,1484,472,2,265900
1310,9042,6,1998,1998,1998,2,943,2,7,1638,472,2,192000
1311,9042,7,1941,2006,1941,2,1152,2,9,2340,252,1,266500
1312,9044,8,1996,1997,1996,2,1325,1,8,2538,933,3,192343
1314,9045,5,2005,2005,2005,2,768,0,6,1536,400,2,180174
1315,9056,8,2004,2004,2004,2,707,1,6,1414,403,2,178000
1316,9060,5,1923,1999,1977,2,859,0,6,1828,472,1,176889
1318,9060,6,1939,1950,1939,1,560,0,6,1258,280,1,105000
1319,9060,6,1957,1957,1957,2,967,0,6,1638,384,1,192167
1320,9066,8,1999,2000,1999,2,1004,2,7,1852,660,3,230000
1321,9069,6,1992,1992,1992,1,936,0,5,996,564,2,147000
1322,9069,6,1993,1993,1993,2,1344,0,8,1440,920,4,165633
1323,9073,7,2006,2006,2006,2,738,0,8,1492,440,2,185546
1324,9079,5,1961,1961,1961,1,864,0,5,864,440,1,166274
1325,9084,4,1940,1950,1940,1,755,1,7,1510,296,1,108000
1326,9084,5,1941,1950,1941,1,616,0,5,1111,200,1,95000
1327,9084,7,1998,1998,1998,2,935,1,8,1632,462,2,176500
1328,9085,7,1995,1996,1995,2,1070,1,7,2061,647,2,183982
1329,9098,4,1920,2002,1978,1,528,0,5,605,0,0,86000
1330,9100,5,1930,1960,1988,1,742,0,4,935,308,1,79500
1331,9100,5,1954,1954,1954,1,1112,1,6,1112,390,1,169630
1332,9100,5,1958,1958,1964,1,864,0,5,864,624,2,129900
1333,9100,5,1960,1960,1960,1,1144,1,6,1144,336,1,180282
1334,9100,5,1962,1962,1977,1,988,0,6,988,624,2,182285
1335,9100,5,1963,1963,1963,1,984,1,5,984,384,1,181594
1336,9100,5,1963,1963,1963,2,1728,0,10,1728,504,2,125000
1337,9100,5,1965,1965,1965,1,925,0,5,925,429,1,117500
1338,9100,6,1959,1959,2008,1,864,0,5,864,300,1,127500
1339,9100,7,2000,2000,2000,2,1525,0,6,1525,541,2,235000
1340,9100,7,2001,2001,2001,2,1212,0,6,1212,573,2,178000
1341,9100,7,2004,2005,2004,2,1860,1,8,1836,484,2,216837
1342,9101,5,1978,1978,1978,1,1097,1,4,1110,602,2,165500
1343,9109,7,1994,1994,1994,2,754,0,6,1540,495,2,182924
1344,9116,8,2001,2001,2001,2,1491,0,7,1491,490,2,180106
1345,9120,6,1958,1958,1958,1,1261,1,6,1261,433,2,163000
1346,9120,6,1974,1974,1974,2,901,1,8,1876,540,2,185000
1347,9120,7,1925,1950,1925,2,1026,0,8,1820,240,1,184000
1348,9125,7,1992,1992,1992,2,384,1,7,1482,392,2,163900
1349,9129,5,1977,1977,1977,1,923,1,4,1008,678,2,154892
1350,9130,6,1966,2000,1966,1,800,0,7,1632,484,2,173000
