,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Totalarea,TotalBsmtFin,TotalSF,TotalBath,TotalPorch,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
704,705,20,70.0,8400,7,5,2005,109.0,1473,1484,0,1484,1,2,0,3,7,0,2004.0,606,0,35,5,2010,5.328379603438738,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
705,706,190,70.0,5600,4,5,1950,0.0,0,372,720,1092,0,2,0,3,7,0,1950.0,0,0,0,7,2010,4.740362689494244,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
707,708,120,48.0,6240,8,5,2006,176.0,1324,1324,0,1324,1,2,0,2,6,1,2006.0,550,192,38,12,2009,5.404833716619938,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
708,709,60,65.0,9018,7,5,2007,0.0,728,728,728,1456,0,2,1,3,8,1,2007.0,400,100,24,7,2007,5.254161220847426,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
709,710,20,46.0,7162,5,7,1966,41.0,876,904,0,904,0,1,0,3,6,0,1966.0,408,0,0,12,2008,5.040997692423491,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
710,711,30,56.0,4130,3,6,2003,0.0,270,729,0,729,0,1,0,2,5,0,1950.0,0,0,0,7,2008,4.7160033436347994,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
711,712,50,66.0,8712,4,7,1950,0.0,859,859,319,1178,0,1,0,2,7,0,1964.0,384,68,0,1,2010,5.011891711113969,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
712,713,120,40.0,4671,8,5,1989,0.0,1228,1228,0,1228,1,2,0,2,5,1,1988.0,472,168,120,10,2008,5.276461804173244,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
713,714,190,60.0,9873,4,5,1970,160.0,960,960,0,960,1,1,0,3,6,0,1970.0,576,0,288,5,2006,5.110589710299249,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
714,715,60,51.0,13517,6,8,2005,289.0,725,725,754,1479,0,2,1,3,6,0,1976.0,475,0,44,3,2010,5.1156105116743,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
715,716,20,78.0,10140,6,5,1974,174.0,1064,1350,0,1350,0,2,0,3,7,1,1974.0,478,0,0,8,2009,5.217483944213907,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
716,717,70,60.0,10800,7,8,1998,0.0,718,1576,978,2554,0,1,1,3,8,0,1996.0,704,0,48,7,2007,5.2027606873932,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
717,718,20,80.0,10000,5,6,2000,0.0,1176,1178,0,1178,0,1,1,3,5,1,1973.0,439,224,0,11,2008,5.195899652409234,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
718,719,60,96.0,10542,7,5,1994,651.0,1311,1325,1093,2418,1,2,1,3,9,1,1993.0,983,250,154,8,2008,5.532754378992498,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
719,720,20,69.0,9920,5,6,1969,0.0,971,971,0,971,0,1,1,3,5,1,1969.0,300,0,0,5,2006,5.108903127667313,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
720,721,120,85.0,6563,8,5,1985,0.0,1742,1742,0,1742,1,2,0,2,5,1,1985.0,564,114,28,12,2006,5.439332693830263,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
721,722,120,54.0,4426,6,5,2004,169.0,848,848,0,848,1,1,0,1,3,0,2004.0,420,160,0,5,2010,5.155336037465061,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
722,723,20,70.0,8120,4,7,1970,0.0,864,864,0,864,0,1,0,3,5,0,1994.0,463,0,0,7,2009,5.095169351431755,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
723,724,50,60.0,8172,4,6,1972,0.0,941,997,473,1470,0,2,0,4,7,0,1958.0,548,0,0,5,2008,5.1303337684950066,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
724,725,20,86.0,13286,9,5,2008,340.0,1698,1698,0,1698,1,2,0,3,8,1,2007.0,768,327,64,2,2009,5.505149978319906,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
725,726,20,60.0,6960,4,6,1970,0.0,864,864,0,864,0,1,0,3,5,0,1989.0,660,96,0,11,2009,5.080987046910887,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
726,727,20,72.0,21695,6,9,2007,260.0,880,1680,0,1680,1,2,0,3,5,1,1988.0,540,292,44,12,2009,5.346352974450639,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
727,728,20,64.0,7314,7,5,2007,82.0,1232,1232,0,1232,1,2,0,2,6,0,2007.0,632,132,0,2,2009,5.288919605661727,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
728,729,90,85.0,11475,5,5,1958,95.0,1584,1776,0,1776,1,2,0,4,9,0,1968.0,888,0,25,7,2009,5.041392685158225,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
729,730,30,52.0,6240,4,5,1950,0.0,780,848,0,1208,0,1,0,2,5,0,1962.0,539,0,23,1,2009,5.012837224705172,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
730,731,120,39.0,5389,8,5,1996,0.0,1595,1616,0,1616,1,2,0,2,5,1,1995.0,608,237,152,3,2010,5.37383114507383,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
731,732,80,73.0,9590,7,5,2003,442.0,868,1146,0,1146,1,2,0,3,6,1,2003.0,438,160,22,5,2007,5.273001272063738,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
732,733,60,75.0,11404,7,5,1999,202.0,1153,1153,878,2031,0,2,1,3,8,1,1998.0,541,192,84,7,2008,5.347330015316951,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
733,734,20,80.0,10000,5,6,1983,0.0,864,1144,0,1144,1,1,0,3,6,1,1961.0,264,165,0,3,2009,5.118595365223762,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
734,735,20,45.0,8978,5,5,1968,0.0,948,948,0,948,0,1,0,3,6,0,1968.0,300,147,0,5,2007,5.033423755486949,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
735,736,75,60.0,10800,7,7,1970,0.0,880,880,888,1768,0,1,1,2,6,2,1914.0,320,0,341,10,2006,5.212187604403958,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
736,737,90,60.0,8544,3,4,1950,0.0,0,1040,0,1040,0,2,0,2,6,0,1949.0,400,0,0,7,2006,4.970811610872517,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
737,738,60,72.0,10463,8,5,2005,0.0,893,901,900,1801,0,2,1,3,8,1,2005.0,800,0,116,6,2006,5.380030247967831,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
738,739,90,60.0,10800,5,5,1988,0.0,1200,1200,0,1200,3,3,0,3,5,0,1966.0,0,120,0,3,2009,5.252853030979893,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
739,740,60,65.0,9313,7,5,2004,0.0,864,864,864,1728,0,2,1,3,7,0,2004.0,572,187,56,4,2009,5.278753600952829,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
740,741,70,60.0,9600,5,7,2002,0.0,264,768,664,1432,0,2,0,2,7,0,1910.0,360,270,0,5,2007,5.12057393120585,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
741,742,20,65.0,6768,6,8,1996,0.0,912,912,0,912,1,1,0,3,5,0,1962.0,288,168,0,5,2008,5.152288344383057,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
742,743,20,65.0,8450,7,5,2001,108.0,1349,1349,0,1349,0,2,0,3,6,0,2000.0,539,120,55,12,2007,5.252853030979893,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
743,744,80,70.0,12886,5,6,1999,0.0,520,1464,0,1464,0,2,0,3,6,1,1997.0,480,302,0,10,2009,5.243038048686294,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
744,745,120,41.0,5395,8,5,1993,0.0,1337,1337,0,1337,1,2,0,2,5,1,1993.0,462,96,0,10,2008,5.2552725051033065,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
745,746,60,90.0,8963,8,9,1996,289.0,1142,1175,1540,2715,0,3,1,4,11,2,1994.0,831,0,204,7,2008,5.476831628512261,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
746,747,60,75.0,8795,7,5,2000,0.0,952,980,1276,2256,0,2,1,4,8,1,2000.0,554,224,54,4,2009,5.372912002970106,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
747,748,70,65.0,11700,7,7,2003,0.0,1240,1320,1320,2640,0,1,1,4,8,1,1950.0,864,181,0,5,2009,5.424847348871119,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
748,749,20,59.0,10593,7,5,1996,338.0,1720,1720,0,1720,1,2,0,3,7,1,1996.0,527,240,56,3,2010,5.415640979896154,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
749,750,50,50.0,8405,4,3,1950,0.0,0,1088,441,1529,0,2,0,4,9,0,1945.0,240,92,0,4,2009,4.991226075692495,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
750,751,50,55.0,8800,4,7,2004,0.0,576,792,348,1140,0,1,0,3,7,0,1955.0,0,0,160,6,2010,4.984527313343793,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
751,752,60,58.0,7750,7,5,2003,0.0,660,660,660,1320,0,2,1,3,6,0,2003.0,400,0,48,8,2007,5.209515014542631,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
752,753,20,79.0,9236,6,5,1997,0.0,1479,1494,0,1494,1,2,0,3,6,0,1997.0,576,168,27,7,2006,5.336459733848529,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
753,754,60,80.0,10240,8,5,2005,178.0,1030,1038,1060,2098,0,2,1,3,8,1,2005.0,878,192,52,3,2006,5.440121603187804,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
754,755,20,61.0,7930,6,8,2005,0.0,1026,1026,0,1026,1,1,0,3,5,0,1969.0,440,171,48,7,2009,5.193124598354462,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
755,756,160,34.0,3230,6,5,1999,894.0,729,742,729,1471,0,2,1,3,6,0,1999.0,440,0,24,3,2009,5.236789099409293,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
756,757,60,68.0,10769,8,5,2007,0.0,866,866,902,1768,0,2,1,3,7,0,2007.0,578,144,105,4,2009,5.326335860928752,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
757,758,60,57.0,11616,6,5,1978,328.0,672,672,714,1386,0,2,1,3,6,1,1978.0,440,335,0,4,2010,5.201123897207379,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
758,759,160,24.0,2280,7,5,1999,360.0,744,757,744,1501,0,2,1,3,6,0,1999.0,440,0,0,8,2008,5.253822438708073,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
759,760,60,65.0,12257,8,5,1995,513.0,1318,1328,1203,2531,0,2,1,4,9,1,1995.0,752,222,98,11,2007,5.4623979978989565,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
760,761,20,70.0,9100,6,6,1959,0.0,864,864,0,864,0,1,0,2,5,0,2008.0,300,0,0,10,2009,5.105510184769974,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
761,762,30,60.0,6911,5,5,1950,0.0,1145,1301,0,1301,0,1,0,2,5,0,1965.0,440,0,0,10,2009,5.0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
762,763,60,72.0,8640,7,5,2009,0.0,756,764,783,1547,0,2,1,3,7,0,2009.0,614,169,45,6,2010,5.332842266994351,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
763,764,60,82.0,9430,8,5,1999,673.0,1252,1268,1097,2365,1,2,1,3,8,1,1999.0,856,0,128,7,2009,5.5276299008713385,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
764,765,120,30.0,9549,8,5,1996,0.0,1494,1494,0,1494,1,1,1,2,6,1,1995.0,481,0,30,4,2006,5.431363764158987,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,766,20,75.0,14587,9,5,2008,284.0,1498,1506,0,1506,0,2,0,2,6,1,2008.0,592,0,174,8,2008,5.421821019842061,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
766,767,60,80.0,10421,7,5,1988,42.0,980,980,734,1714,0,2,1,3,7,1,1988.0,496,228,66,3,2010,5.293362554711446,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
767,768,50,75.0,12508,6,7,1985,0.0,983,983,767,1750,1,2,0,4,7,0,1989.0,423,245,0,7,2008,5.204119982655925,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
768,769,20,70.0,9100,7,5,2005,0.0,1860,1836,0,1836,0,2,0,3,8,1,2004.0,484,120,33,10,2006,5.336133390065583,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
769,770,60,47.0,53504,8,5,2003,603.0,1650,1690,1589,3279,1,3,1,4,12,1,2003.0,841,503,36,6,2010,5.730782275666389,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
770,771,85,52.0,7252,5,5,1982,0.0,858,858,0,858,1,1,0,2,5,0,1983.0,576,120,0,4,2009,5.130011949671904,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
771,772,20,67.0,8877,4,5,1951,0.0,836,1220,0,1220,0,1,0,2,6,0,1951.0,396,0,0,4,2006,5.008600171761918,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
772,773,80,94.0,7819,6,5,1976,0.0,1029,1117,0,1117,1,1,0,3,6,1,1976.0,672,144,0,3,2010,5.02938377768521,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
773,774,20,70.0,10150,5,5,1958,1.0,912,912,0,912,0,1,0,2,5,0,1958.0,275,0,0,7,2007,5.058805486675907,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
774,775,20,110.0,14226,8,5,2006,375.0,1935,1973,0,1973,0,2,0,3,9,1,2006.0,895,315,45,7,2007,5.596597095626461,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
775,776,120,32.0,4500,6,5,1998,320.0,1204,1204,0,1204,1,2,0,2,5,0,1998.0,412,0,247,6,2009,5.209515014542631,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
776,777,20,86.0,11210,7,5,2006,240.0,1614,1614,0,1614,0,2,0,3,7,0,2005.0,865,144,59,7,2006,5.345373730559088,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
